Company1,Company2,weight
IGI Insurance Limited,Treet Corporation Ltd.,1
IGI Insurance Limited,Specialized Autoparts Industries (Pvt) Ltd.,1
IGI Insurance Limited,Treet Power Ltd.,1
IGI Insurance Limited,Ali Automobiles Ltd.,1
IGI Insurance Limited,First Treet Manufacturing Modaraba,1
IGI Insurance Limited,Global Econo Trade (Pvt) Ltd.,1
IGI Insurance Limited,Packages Limited,3
IGI Insurance Limited,Liaquat National Hospital,1
Nestle Pakistan Limited,IGI Insurance Limited,4
IGI Insurance Limited,State Bank of Pakistan,1
IGI Insurance Limited,Pakistan Business Council,2
Murree Brewery Company Limited,IGI Insurance Limited,1
IGI Insurance Limited,Ferozsons Laboratories Limited,1
IGI Insurance Limited,Thal ltd,1
IGI Insurance Limited,Maersk Pakistan (Pvt) Ltd.,1
IGI Insurance Limited,Associated Textile Consultants Pvt Ltd,2
IGI Insurance Limited,Dgs Pvt Ltd,1
IGI Insurance Limited,Sanofi-Aventis Pakistan Limited,1
IGI Insurance Limited,Coca-Cola Beverages Pakistan ltd,1
IGI Insurance Limited,AIESEC (Pakistan),3
IGI Insurance Limited,TRG Pakistan ltd,1
IGI Insurance Limited,National Management Foundation,2
IGI Insurance Limited,KSB Pumps Co ltd,2
IGI Insurance Limited,Packages Lanka Pvt Ltd,1
IGI Insurance Limited,Ali Institute of Education,2
IGI Insurance Limited,Bulleh Shah Paper & Board Mills (Pvt) Ltd.,2
IGI Insurance Limited,Islamic Chamber of Commerce & Industry,1
IGI Insurance Limited,World Wide Fund for Nature-Pakistan,2
IGI Insurance Limited,Syed Maratib Ali Religious & Charitable Trust Society,1
IGI Insurance Limited,Multiple Autoparts Industries (Pvt) Ltd.,1
IGI Insurance Limited,International Chamber of Commerce Pakistan,1
IGI Insurance Limited,Bulleh Shah Packaging (Pvt) Ltd.,1
IGI Insurance Limited,Harvard South Asia Institute,1
IGI Insurance Limited,Shalamar Hospital,1
IGI Insurance Limited,Lahore School of Economics,1
IGI Insurance Limited,Kinnaird College For Women,1
IGI Insurance Limited,WWF International,1
IGI Insurance Limited,Bayer Cropscience Pakistan Pvt Ltd.,1
IGI Insurance Limited,Nestle Milkpak Ltd.,2
IGI Insurance Limited,South Asia Centre For Policy Studies (Nepal),1
IGI Insurance Limited,Tetra Pak Pakistan Ltd,1
IGI Insurance Limited,Industrial Technical & Educational Institute,1
IGI Insurance Limited,Gurmani Foundation,1
IGI Insurance Limited,Tri Pak Films Ltd,1
IGI Insurance Limited,Wazir Ali Industries Ltd.,1
IGI Insurance Limited,HY Enterprises Pvt Ltd.,1
IGI Insurance Limited,Zarai Taraqiati Bank Ltd.,1
IGI Insurance Limited,Alpha Insurance Co Ltd,1
IGI Insurance Limited,Lahore Electric Supply Co.,1
IGI Insurance Limited,Pakistan International Airlines Corp,1
IGI Insurance Limited,Pakistan Centre for Philanthropy,2
IGI Insurance Limited,Lahore University of Management & Sciences.,2
IGI Insurance Limited,Formanite Welfare Trust,1
International Steels Limited,IGI Insurance Limited,1
IGI Insurance Limited,Abbot Laboatories (Pakistan) Limited,1
IGI Insurance Limited,Pak Grease Manufacturing Co. Pvt Ltd.,1
IGI Insurance Limited,Unilever Pakistan limited,1
IGI Insurance Limited,Babar Ali Foundation,1
IGI Insurance Limited,Attock Refinery Limited,1
Jubilee Life Insurance Company Limited,The Institute of Chartered Accountants of Scotland,1
Jubilee Life Insurance Company Limited,HBL Currency Exchange (Pvt) Ltd.,1
Jubilee Life Insurance Company Limited,Institute of Actuaries of Australia,1
Jubilee Life Insurance Company Limited,Institute of Chartered Accountants in England & Wales,1
Jubilee General Insurance Company ltd,Jubilee Life Insurance Company Limited,3
Jubilee Life Insurance Company Limited,Pakistan Business Council,1
Jubilee Life Insurance Company Limited,I.C.I. Pakistan Limited,1
International Steels Limited,Jubilee Life Insurance Company Limited,1
Jubilee Life Insurance Company Limited,Pearl Continental Hotel Pvt Ltd.,1
Jubilee Life Insurance Company Limited,The Pakistan France Business Alliance,1
Jubilee Life Insurance Company Limited,Kyrgyz Investment & Credit Bank CJSC,1
Jubilee Life Insurance Company Limited,Agha Khan University,1
Jubilee Life Insurance Company Limited,Board of Investment Pakistan,2
Jubilee Life Insurance Company Limited,Institute of Chartered Accountant of Pakistan,2
Jubilee Life Insurance Company Limited,Jubilee Kyrgyzstan Insurance Co.,2
Jubilee Life Insurance Company Limited,Agha Khan Fund for Economic Development SA,1
Jubilee Life Insurance Company Limited,Jubilee Investment Co. Ltd.,1
Jubilee Life Insurance Company Limited,Jubilee Insurance Co. of Tanzania Ltd.,1
Jubilee Life Insurance Company Limited,Jubilee Insurance Co. of Burundi Ltd.,1
Jubilee Life Insurance Company Limited,Jubilee Insurance Co. Uganda Ltd.,1
Jubilee Life Insurance Company Limited,Jubilee Insurance Mauritius Ltd.,1
Jubilee Life Insurance Company Limited,International Foundation Garments (Pakistan) (Pvt) (Ltd),1
Jubilee Life Insurance Company Limited,Public Interest Law Association of Pakistan,1
Jubilee Life Insurance Company Limited,"Habib Allied International Bank plc, UK",1
Jubilee Life Insurance Company Limited,Pakistan Banks Association,1
Jubilee Life Insurance Company Limited,Aga Khan Fund for Economic Development,1
Jubilee Life Insurance Company Limited,PICIC Growth Fund,1
Jubilee Life Insurance Company Limited,The Institute of Bankers Pakistan,1
Jubilee Life Insurance Company Limited,Atlas Power Limited,1
Jubilee Life Insurance Company Limited,International Industries Ltd.,1
Jubilee Life Insurance Company Limited,Atlas Honda ltd,2
Jubilee Life Insurance Company Limited,Air Safira Ltd.,1
Jubilee Life Insurance Company Limited,Indus Valley School of Arts & Architecture,2
Jubilee Life Insurance Company Limited,World Economic Forum,1
GlaxoSmithKline (Pakistan) Limited,GlaxoSmithKline Bangladesh Limited,1
GlaxoSmithKline (Pakistan) Limited,Karachi Grammar School,1
GlaxoSmithKline (Pakistan) Limited,Wyeth Pakistan Limited,1
GlaxoSmithKline (Pakistan) Limited,Virtual University of Pakistan,1
GlaxoSmithKline (Pakistan) Limited,Civil Hospital,1
GlaxoSmithKline (Pakistan) Limited,ICI Pension Fund,1
GlaxoSmithKline (Pakistan) Limited,Mandviwalla & Zafar,1
GlaxoSmithKline (Pakistan) Limited,PAK Oman Microfinance Bank Ltd.,1
GlaxoSmithKline (Pakistan) Limited,The British Overseas School,1
GlaxoSmithKline (Pakistan) Limited,State Bank of Pakistan,1
GlaxoSmithKline (Pakistan) Limited,Institute of Chartered Accountant of Pakistan,1
GlaxoSmithKline (Pakistan) Limited,Central Depository Co. of Pakistan Ltd.,1
GlaxoSmithKline (Pakistan) Limited,Atlas Bank Ltd.,1
GlaxoSmithKline (Pakistan) Limited,Summit Bank ltd,1
GlaxoSmithKline (Pakistan) Limited,The Searle Company Limited,1
GlaxoSmithKline (Pakistan) Limited,The Searle Company Limited,1
The Searle Company Limited,Central Depository Co. of Pakistan Ltd.,1
The Searle Company Limited,Atlas Bank Ltd.,1
GlaxoSmithKline (Pakistan) Limited,Public Interest Law Association of Pakistan,1
The Searle Company Limited,Public Interest Law Association of Pakistan,1
The Searle Company Limited,Karachi Grammar School,1
The Searle Company Limited,Wyeth Pakistan Limited,1
The Searle Company Limited,Virtual University of Pakistan,1
The Searle Company Limited,Civil Hospital,1
The Searle Company Limited,Summit Bank ltd,1
The Searle Company Limited,The Institution of Engineering & Technology,1
The Searle Company Limited,United Brands Ltd,3
The Searle Company Limited,United Distributors Pakistan Ltd,4
The Searle Company Limited,IBL Operation (Pvt) Ltd.,2
The Searle Company Limited,IBL Healthcare Ltd,5
The Searle Company Limited,International Franchises (Pvt) Ltd.,3
The Searle Company Limited,Unisys Pakistan Pvt Ltd.,1
The Searle Company Limited,FMC United Pvt Ltd,1
The Searle Company Limited,Pioneer Pak Seeds Ltd,1
The Searle Company Limited,UDL Modaraba Management Pvt ltd,1
The Searle Company Limited,"Children's Global Network, Pakistan (Guarantee) Ltd.",1
Abbot Laboatories (Pakistan) Limited,Abbott Laboratories Staff Pension Fund,1
Abbot Laboatories (Pakistan) Limited,Abbott India Limited,1
Abbot Laboatories (Pakistan) Limited,"Ascendancy Healthcare, Inc.",1
Abbot Laboatories (Pakistan) Limited,Sunshine Holdings PLC,1
IGI Insurance Limited,Abbot Laboatories (Pakistan) Limited,1
Abbot Laboatories (Pakistan) Limited,Packages Limited,1
Abbot Laboatories (Pakistan) Limited,Attock Refinery Limited,1
Abbot Laboatories (Pakistan) Limited,AIESEC (Pakistan),3
Abbot Laboatories (Pakistan) Limited,Sustainable Development Policy Institute,1
Abbot Laboatories (Pakistan) Limited,Karandaaz Pakistan,1
Abbot Laboatories (Pakistan) Limited,Institute of Chartered Accountant of Pakistan,1
Abbot Laboatories (Pakistan) Limited,Pakistan Business Council,2
Abbot Laboatories (Pakistan) Limited,Pakistan Software Houses Association,1
Abbot Laboatories (Pakistan) Limited,Al Shaheer Corporation,1
Abbot Laboatories (Pakistan) Limited,Lever Chemicals Pvt Ltd,1
Abbot Laboatories (Pakistan) Limited,Karachi Chamber of Commerce & Industry,1
Abbot Laboatories (Pakistan) Limited,The Institute of Directors (United Kingdom),1
Gul Ahmed Textile Mills Limited,Abbot Laboatories (Pakistan) Limited,1
National Foods Limited,Abbot Laboatories (Pakistan) Limited,1
Abbot Laboatories (Pakistan) Limited,Institute of Chartered Accountants in England & Wales,1
International Steels Limited,Abbot Laboatories (Pakistan) Limited,1
Abbot Laboatories (Pakistan) Limited,Philip Morris (Pakistan) Limited,1
Abbot Laboatories (Pakistan) Limited,Safari & Outdoor Club of Pakistan,1
Abbot Laboatories (Pakistan) Limited,Safari Club Ltd,1
Abbot Laboatories (Pakistan) Limited,Government of Pakistan,1
Abbot Laboatories (Pakistan) Limited,Overseas Investors Chamber of Commerce & Industry,1
Abbot Laboatories (Pakistan) Limited,Uniliver Pakistan Food ltd,1
Abbot Laboatories (Pakistan) Limited,National Productivity Organization,1
Abbot Laboatories (Pakistan) Limited,Education Fund for Sindh,1
Abbot Laboatories (Pakistan) Limited,Pakistan Centre for Philanthropy,1
Abbot Laboatories (Pakistan) Limited,Duke of Edinburghs Award Foundation of Pakistan,1
Ferozsons Laboratories Limited,Bata Pakistan Limited,1
Ferozsons Laboratories Limited,Asian Stocks Fund limited,1
Ferozsons Laboratories Limited,Safeway Fund limited,1
Ferozsons Laboratories Limited,Formanite Welfare Trust,1
Ibrahim Fibre Limited,Ibrahim Agencies Pvt,3
Ibrahim Fibre Limited,ABL Asset Management Company Limited,2
Ibrahim Fibre Limited,National Management Foundation,1
Ibrahim Fibre Limited,Sitara Energy Ltd.,1
Ibrahim Fibre Limited,Pakistan Business Council,1
Ibrahim Fibre Limited,Arabian Sea Country Club,1
Ibrahim Fibre Limited,Faisalabad Industrial Estate Development & Management Co.,1
PICIC Growth Fund,PICIC Investment Fund,1
PICIC Growth Fund,Packages Limited,1
PICIC Growth Fund,Pakistan Centre for Philanthropy,1
PICIC Growth Fund,Institute of Chartered Accountant of Pakistan,1
PICIC Growth Fund,HBL Asset Management ltd.,1
PICIC Growth Fund,Indus Valley School of Arts & Architecture,1
PICIC Growth Fund,Maersk Pakistan (Pvt) Ltd.,1
PICIC Growth Fund,Indus Earth Trust,2
PICIC Growth Fund,Manzil Pakistan,1
PICIC Growth Fund,Public Interest Law Association of Pakistan,1
PICIC Growth Fund,The Institute of Chartered Accountants of Scotland,1
PICIC Growth Fund,HBL Currency Exchange (Pvt) Ltd.,1
PICIC Growth Fund,The Institute of Bankers Pakistan,1
PICIC Growth Fund,Central Depository Co. of Pakistan Ltd.,1
PICIC Growth Fund,Habib University Foundation,1
Pakistan Tobacco Company Limited,British American Tobacco Australia Ltd,1
Pakistan Tobacco Company Limited,Ceylon Tobacco Company Limited,1
Pakistan Tobacco Company Limited,Wateen Telecom Ltd.,1
Pakistan Tobacco Company Limited,CHAL Foundation,1
Pakistan Tobacco Company Limited,Pakcem ltd,1
Pakistan Tobacco Company Limited,Al-Shifa Trust Eye Hospital,2
Pakistan Tobacco Company Limited,Ghandhara DF Pvt ltd,1
Pakistan Tobacco Company Limited,Ghandhara Nissan Ltd,1
Pakistan Tobacco Company Limited,Bibojee Services Pvt ltd,1
Pakistan Tobacco Company Limited,Universal Insurance Co ltd,1
Pakistan Tobacco Company Limited,Ghandhara Industries Limited,1
Pakistan Tobacco Company Limited,Janana De Malucho Textile Mills Ltd.,1
Pakistan Tobacco Company Limited,Gammon Pakistan Ltd,1
Pakistan Tobacco Company Limited,Rehman Cotton Mills ltd,1
Pakistan Tobacco Company Limited,Pakistan Wild Life Conservation Foundation,1
Pakistan Tobacco Company Limited,General Tyre And Rubber Co Pakistan,1
Pakistan Tobacco Company Limited,Liaquat National Hospital,1
Pakistan Tobacco Company Limited,Pakistan Poverty Alleviation Fund,1
Pakistan Tobacco Company Limited,The Karachi Education Initiative,1
Pakistan Tobacco Company Limited,Pakistan Centre for Philanthropy,1
Pakistan Tobacco Company Limited,Beaconhouse National University,1
Pakistan Tobacco Company Limited,Jaffer Agro Services,1
Pakistan Tobacco Company Limited,Honda Atlas Cars (Pakistan) Ltd.,1
Pakistan Tobacco Company Limited,Akzo Nobel Pakistan Ltd,1
Pakistan Tobacco Company Limited,Al-Shifa Trust,1
Pakistan Tobacco Company Limited,Total Parco Pakistan Ltd.,1
Philip Morris (Pakistan) Limited,Institute of Chartered Accountants in England & Wales,1
Philip Morris (Pakistan) Limited,Uniliver Pakistan Food ltd,1
Philip Morris (Pakistan) Limited,National Productivity Organization,1
Philip Morris (Pakistan) Limited,Karwan-e-Hayat,1
Philip Morris (Pakistan) Limited,Safari & Outdoor Club of Pakistan,1
Philip Morris (Pakistan) Limited,Safari Club Ltd,1
Philip Morris (Pakistan) Limited,Government of Pakistan,1
Philip Morris (Pakistan) Limited,Education Fund for Sindh,1
Ghani Glass Limited,SAMI Pharmaceuticals Pvt Ltd.,1
Ghani Glass Limited,Healthtek (Pvt) Ltd.,1
Ghani Glass Limited,Quick Food Industries (Pvt) Ltd.,1
Ghani Glass Limited,Phytek Pvt Ltd.,1
Ghani Glass Limited,Techno Glass Industries Ltd.,6
Ghani Glass Limited,Ghani Automobile ltd,5
Ghani Glass Limited,Ghani Foundation,3
Ghani Glass Limited,Ghani Taameraat (Pvt) Ltd.,3
Ghani Glass Limited,Ghani Infrastructure & Developers Pvt Ltd.,3
Ghani Glass Limited,Ghani Chromite Mines Pvt Ltd.,2
Ghani Glass Limited,OZO Switzerland Ltd.,2
Ghani Glass Limited,Ghani Group Services Pvt Ltd.,3
Ghani Glass Limited,Lahore Gymkhana Club,1
Ghani Glass Limited,Pakistan Institute of Corporate Governance,1
Allied Rental Modarba,Allied Engineering & Services Pvt Ltd,4
Allied Rental Modarba,Allied Engineering Management Co. Pvt Ltd.,6
Allied Rental Modarba,Allied Precision Engineering Products (Pvt) Ltd.,2
Allied Rental Modarba,First UDL Modaraba,1
Allied Rental Modarba,Suriya Nauman Rehan & Co.,1
Allied Rental Modarba,Institute of Chartered Accountant of Pakistan,4
Allied Rental Modarba,Institute of Cost & Management Accountants of Pakistan,1
Honda Atlas Car Pak ltd,Honda Motor Company Limited,1
Honda Atlas Car Pak ltd,"Honda Leasing (Thailand) Co., Ltd.",1
Honda Atlas Car Pak ltd,Asian Honda Motor Co. Ltd.,2
Honda Atlas Car Pak ltd,Virtual World Pvt Ltd,1
Honda Atlas Car Pak ltd,Pakistan Software Houses Association For IT & ITes,1
Honda Atlas Car Pak ltd,Alert Communications,1
Honda Atlas Car Pak ltd,Central Voice,1
Honda Atlas Car Pak ltd,"Reese Teleservices, Inc.",1
Honda Atlas Car Pak ltd,iSKY Europe Plc,1
Honda Atlas Car Pak ltd,TPL Trakker Ltd,1
Honda Atlas Car Pak ltd,Ibex Global Solutions PLC,1
Honda Atlas Car Pak ltd,IBEX Global Solutions Pvt Ltd.,1
Honda Atlas Car Pak ltd,The Ghulam Ishaq Khan Inst of Eng Sciences & Technology,1
Honda Atlas Car Pak ltd,HBS Alumni Association,1
Honda Atlas Car Pak ltd,Forman Christian College,1
Honda Atlas Car Pak ltd,Institute of Chartered Accountants in England & Wales,1
Honda Atlas Car Pak ltd,Institute of Chartered Accountant of Pakistan,2
Honda Atlas Car Pak ltd,The Institute of Directors (United Kingdom),1
Honda Atlas Car Pak ltd,Young Presidents' Organization (Pakistan),1
Honda Atlas Car Pak ltd,Atlas Battery Limited,1
Honda Atlas Car Pak ltd,Lahore University of Management & Sciences.,1
Honda Atlas Car Pak ltd,Greentech Solutions Pakistan Ltd.,1
Honda Atlas Car Pak ltd,The First MicroFinance Bank ltd,2
Honda Atlas Car Pak ltd,Atlas Engineering,1
Honda Atlas Car Pak ltd,National Trade & Transport Facilitation Committee,1
Honda Atlas Car Pak ltd,Competitiveness Support Fund,1
Honda Atlas Car Pak ltd,Atlas Foundation,1
Honda Atlas Car Pak ltd,Hydrochina Dawood Power (Pvt) Ltd.,1
Honda Atlas Car Pak ltd,Atlas Bank Ltd.,1
Pak Suz Motor Comp Limited,Suzuki Motor Corp,4
Pak Suz Motor Comp Limited,American Suzuki Motor Corp,1
Pak Suz Motor Comp Limited,Maruti Suzuki India Ltd,2
Pak Suz Motor Comp Limited,"CHUBU GAS CO., LTD.",1
Pak Suz Motor Comp Limited,Suzuki Egypt SAE,1
Pak Suz Motor Comp Limited,Suzuki Malaysia Automobile Sdn. Bhd.,1
Pak Suz Motor Comp Limited,SKH Metals Ltd.,1
Pak Suz Motor Comp Limited,Climate Systems India Ltd.,1
Pak Suz Motor Comp Limited,Fauji Fertilizer Company Limited,1
Pak Suz Motor Comp Limited,Mari Petroleum Company Limited,1
Pak Suz Motor Comp Limited,National Investment Trust ltd,1
Pak Suz Motor Comp Limited,Mutual Funds Association of Pakistan,1
Pak Suz Motor Comp Limited,Central Depository Co. of Pakistan Ltd.,1
Pak Suz Motor Comp Limited,Habib Bank Financial Services (Pvt) Ltd.,1
Pak Suz Motor Comp Limited,Public Interest Law Association of Pakistan,1
Indus Motor Comp Ltd,Toyota Tsusho Corp,1
Indus Motor Comp Ltd,Pakistan Institute of Corporate Governance,1
Indus Motor Comp Ltd,Dawood Corp,1
Indus Motor Comp Ltd,Injaz Pakistan,1
Dawood Hercules Corporation ,Indus Motor Comp Ltd,1
Indus Motor Comp Ltd,Habib Medical Trust,1
Indus Motor Comp Ltd,Habib Poor Fund,1
Indus Motor Comp Ltd,Rehmatbai Habib Food & Clothing Trust,1
Indus Motor Comp Ltd,Rehmatbai Habib Widow & Orphans Trust,1
Indus Motor Comp Ltd,Young Presidents' Organization (Pakistan),1
Indus Motor Comp Ltd,Makro-Habib Pakistan Ltd,1
Indus Motor Comp Ltd,METRO- Habib Cash & Carry Pakistan (Pvt) Ltd.,1
Indus Motor Comp Ltd,Shaukat Khanum Memorial Trust,1
Indus Motor Comp Ltd,Mohamedali Habib Welfare Trust,1
Indus Motor Comp Ltd,Shabbir Tiles & Ceramic ltd,1
Indus Motor Comp Ltd,Habib Education Trust,2
Indus Motor Comp Ltd,Habib University Foundation,1
Indus Motor Comp Ltd,Atlas Battery Limited,1
Indus Motor Comp Ltd,Jinkwang JAN (Pvt) Ltd.,1
Indus Motor Comp Ltd,Cherat Packaging Ltd,1
Indus Motor Comp Ltd,Faruque (Private) Ltd.,1
Indus Motor Comp Ltd,Mirpurkhas Sugar Mills Limited,1
Indus Motor Comp Ltd,International Industries Ltd.,1
Millat Tractors Limited,Bolan Casting Ltd,6
Millat Tractors Limited,TIPEG Intertrade DMCC Ltd.,5
Millat Tractors Limited,Millat Equipment Ltd.,6
Millat Tractors Limited,Millat Industrial Products Ltd.,5
Millat Tractors Limited,Millat Automobile Ltd.,5
Millat Tractors Limited,"Karachi Tools, Dies & Moulds Centre Ltd.",1
Millat Tractors Limited,Institution of Mechanical Engineers,2
Millat Tractors Limited,Namal College,1
Millat Tractors Limited,SME Business Support Fund,1
Millat Tractors Limited,National Vocational & Technical Education Commission,1
Millat Tractors Limited,Heavy Industries Taxila,1
Millat Tractors Limited,CTO 24/7 Pvt Ltd.,1
Millat Tractors Limited,Etimaad Engineering Pvt Ltd.,1
Millat Tractors Limited,Pakistan Automotive Manufacturers Association,1
Millat Tractors Limited,AgriMall (Pvt) Ltd.,1
Millat Tractors Limited,Arrowhead (Pvt) Ltd.,1
Millat Tractors Limited,American Society of Mechanical Engineers,1
Millat Tractors Limited,Society of Automotive Engineers,1
Millat Tractors Limited,Lahore University of Management & Sciences.,1
Millat Tractors Limited,Pakistan Business Council,1
Millat Tractors Limited,National Productivity Organization,1
Millat Tractors Limited,Arabian Sea Country Club,1
Millat Tractors Limited,Swift Textile Mills Pvt Ltd.,1
Millat Tractors Limited,Gul Ahmed Bio Films Ltd.,1
Millat Tractors Limited,Metro Property Network Pvt Ltd.,1
Millat Tractors Limited,Gul Ahmed CBMC Glass Co. Ltd.,1
Millat Tractors Limited,Petroleum Institute of Pakistan,1
Millat Tractors Limited,Institute of Cost & Management Accountants of Pakistan,1
I.C.I. Pakistan Limited,Ittehad Chemicals,1
I.C.I. Pakistan Limited,ICI Pakistan Management Staff Pension Fund,1
I.C.I. Pakistan Limited,Ittehad Chemicals Limited,1
I.C.I. Pakistan Limited,ICI Pakistan Foundation Ltd.,1
I.C.I. Pakistan Limited,PICIC Commercial Bank Ltd,1
I.C.I. Pakistan Limited,NIB Bank Ltd,1
I.C.I. Pakistan Limited,State Bank of Pakistan,1
I.C.I. Pakistan Limited,Atlas Power Limited,1
I.C.I. Pakistan Limited,International Industries Ltd.,1
I.C.I. Pakistan Limited,Gadoon Textile Mills Limited,1
I.C.I. Pakistan Limited,Atlas Honda ltd,1
I.C.I. Pakistan Limited,Pakistan Business Council,1
I.C.I. Pakistan Limited,Atlas Group /Pk/,1
I.C.I. Pakistan Limited,Institute of Cost & Management Accountants of Pakistan,1
I.C.I. Pakistan Limited,Indus Valley School of Arts & Architecture,1
I.C.I. Pakistan Limited,Yunus Brothers Group,1
I.C.I. Pakistan Limited,Euronet Pakistan (Pvt) Ltd.,2
I.C.I. Pakistan Limited,LCL Holdings ltd,2
I.C.I. Pakistan Limited,LCL Investments Ltd,2
I.C.I. Pakistan Limited,Al Mabrooka Cement Manufacturing Co. Ltd.,2
I.C.I. Pakistan Limited,Lucky Al Shumookh Holdings Ltd.,2
I.C.I. Pakistan Limited,Lucky Electric Power Co. Ltd.,2
I.C.I. Pakistan Limited,Lucky Exim Pvt Ltd.,2
I.C.I. Pakistan Limited,Lucky Foods Pvt Ltd.,3
I.C.I. Pakistan Limited,Lucky Landmark Pvt Ltd.,2
I.C.I. Pakistan Limited,Lucky Rawji Holdings Ltd.,1
I.C.I. Pakistan Limited,ChildLife Foundation,1
I.C.I. Pakistan Limited,Italian Development Council,2
I.C.I. Pakistan Limited,Lucky Commodities ltd,2
I.C.I. Pakistan Limited,Lucky Entertainment ltd,2
I.C.I. Pakistan Limited,Y.B. Holdings (Pvt) Ltd.,2
I.C.I. Pakistan Limited,Lucky Air Pvt ltd,3
I.C.I. Pakistan Limited,Yunus Energy ltd,3
I.C.I. Pakistan Limited,Yunus Textile Mills Ltd.,3
I.C.I. Pakistan Limited,Luckyone Pvt Ltd.,2
I.C.I. Pakistan Limited,Lucky Knits Pvt Ltd.,1
I.C.I. Pakistan Limited,Tabba Heart Institute,3
I.C.I. Pakistan Limited,Aziz Tabba Foundation,3
I.C.I. Pakistan Limited,Y.B Pakistan Ltd,2
I.C.I. Pakistan Limited,Lucky Paragon Readymix Ltd.,3
I.C.I. Pakistan Limited,Fatima Fazal Textile Mills Ltd,3
I.C.I. Pakistan Limited,Lucky Energy ltd,2
I.C.I. Pakistan Limited,Fashion Textile Mills (Pvt) Ltd.,2
I.C.I. Pakistan Limited,Security Electric Power Co. Ltd.,3
I.C.I. Pakistan Limited,Nutrico Pakistan Pvt ltd,1
I.C.I. Pakistan Limited,Intergro life ltd,2
I.C.I. Pakistan Limited,Lahore University of Management & Sciences.,1
I.C.I. Pakistan Limited,Systems Limited,1
I.C.I. Pakistan Limited,The Karachi Education Initiative,1
I.C.I. Pakistan Limited,Manzil Pakistan,1
Colgate Palmolive (Pakistan) Limited,Foundation For Museum of Modern Art,1
Colgate Palmolive (Pakistan) Limited,Hasanali & Gulbanoo Lakhani Foundation,3
Colgate Palmolive (Pakistan) Limited,Clover Pakistan Limited,3
Colgate Palmolive (Pakistan) Limited,Lakson Group,2
Colgate Palmolive (Pakistan) Limited,Merit Packaging Ltd.,5
Colgate Palmolive (Pakistan) Limited,Century Insurance Company Limited,5
Colgate Palmolive (Pakistan) Limited,Lakson Medical Trust,1
Colgate Palmolive (Pakistan) Limited,SIZA Foods Pvt Ltd.,1
Colgate Palmolive (Pakistan) Limited,Wharton Alumni Association,1
Colgate Palmolive (Pakistan) Limited,Stanford Alumni Association,1
Colgate Palmolive (Pakistan) Limited,The Anika Foundation,1
Colgate Palmolive (Pakistan) Limited,Saira Industries Pvt Ltd.,1
Colgate Palmolive (Pakistan) Limited,Colgate-Palmolive (India) Limited,1
Colgate Palmolive (Pakistan) Limited,Colgate-Palmolive Company,1
Colgate Palmolive (Pakistan) Limited,Premier Box (Pvt) Ltd,5
Colgate Palmolive (Pakistan) Limited,Pakistan Business Council,1
Colgate Palmolive (Pakistan) Limited,Unilever Pakistan limited,1
Colgate Palmolive (Pakistan) Limited,Young Presidents' Organization (Pakistan),1
Packages Limited,Stora Enso OYJ,1
Packages Limited,HKScan Corporation,1
Packages Limited,Findus AB,1
Packages Limited,Anemone Holdings Ltd,1
Packages Limited,"Crown Holdings, Inc.",1
Packages Limited,Buehler Holding AG,2
Packages Limited,Swiss Association of Brand Articles,1
Packages Limited,Bhler AG,1
Packages Limited,Manzil Pakistan,1
Packages Limited,Indus Earth Trust,1
Packages Limited,Indus Valley School of Arts & Architecture,1
Packages Limited,HBL Asset Management ltd.,1
Packages Limited,Associated Textile Consultants Pvt Ltd,1
Packages Limited,Sanofi-Aventis Pakistan Limited,1
Packages Limited,Coca-Cola Beverages Pakistan ltd,1
Packages Limited,Babar Ali Foundation,3
Packages Limited,KSB Pumps Co ltd,1
Packages Limited,Packages Lanka Pvt Ltd,1
Packages Limited,Ali Institute of Education,1
Packages Limited,Bulleh Shah Paper & Board Mills (Pvt) Ltd.,1
Packages Limited,World Wide Fund for Nature-Pakistan,1
Packages Limited,Syed Maratib Ali Religious & Charitable Trust Society,1
Packages Limited,Multiple Autoparts Industries (Pvt) Ltd.,1
Packages Limited,Islamic Chamber of Commerce & Industry,1
Packages Limited,Islambad Chamber of Commerce & Industry,1
Packages Limited,Nestle Milkpak Ltd.,1
Packages Limited,Industrial Technical & Educational Institute,2
Packages Limited,Lahore University of Management & Sciences.,1
Packages Limited,National Management Foundation,1
Packages Limited,Pakistan Business Council,1
Packages Limited,Sustainable Development Policy Institute,1
Packages Limited,Karandaaz Pakistan,1
Packages Limited,Treet Assets Pvt ltd,1
Packages Limited,Specialized Motorcycle (Pvt) Ltd,2
Packages Limited,Loads ltd,1
Packages Limited,Gulab Devi Chest Hospital,1
Packages Limited,Treet Corporation Ltd.,1
Packages Limited,Specialized Autoparts Industries (Pvt) Ltd.,2
Packages Limited,Treet Power Ltd.,1
Packages Limited,Ali Automobiles Ltd.,1
Packages Limited,First Treet Manufacturing Modaraba,1
Packages Limited,Global Econo Trade (Pvt) Ltd.,1
IGI Insurance Limited,Packages Limited,3
Packages Limited,Liaquat National Hospital,1
Packages Limited,Institute of Chartered Accountant of Pakistan,2
Packages Limited,Silkbank Limited,1
Packages Limited,FFC Energy Limited,1
Packages Limited,Khyber Pakhtunkhwa Oil & Gas ltd,1
Packages Limited,CAS Management Pvt ltd,1
Packages Limited,House Building  Finance Corp,1
Packages Limited,Attock Refinery Limited,1
